基本色,サイトタイトル,サイトの説明,メイン画像,雨天時の注意
ピンク2,第46回　常盤平さくらまつり,日本の道100選に選ばれた松戸市さくら通りで行われる「常盤平さくらまつり」公式サイトです。,common/images/main.jpg,※雨天決行、イベントや出店は天候等により中止の場合があります
