基本色,サイトタイトル,サイトの説明,メイン画像,雨天時の注意
ピンク2,平成29年　第46回　常盤平さくらまつり,常盤平さくらまつり公式サイトです。,common/img/main.jpg,※雨天決行、イベントや出店は天候等により中止の場合があります<br>※歩行者天国終了時、さくら通りは大変混雑しますので、駅に向かう方は迂回路（地図のブルーの道）をご利用ください
